obs_id,object,event_file,pixel,t_exp_s,time_start,time_end,time_span,n_all,rate_all,n_both_pass,rate_both_pass,n_large_only,rate_large_only,n_small_only,rate_small_only,n_both_flag,rate_both_flag
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,0,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,14453,0.11834991562757376,13699,0.1121757070630411,576,0.004716636781393654,178,0.0014575717831390113,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,1,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2861,0.023427600402026467,2721,0.022281195628771067,11,9.00746607557816e-05,129,0.0010563301124996206,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,2,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,5700,0.04667505148254137,5267,0.04312938529097288,307,0.0025139018956386316,126,0.001031764295929862,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,3,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2243,0.01836704218865619,2119,0.017351655103772835,2,1.6377211046505744e-05,122,0.0009990098738368505,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,4,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,3133,0.025654901104351247,2987,0.02445936469795633,8,6.550884418602298e-05,138,0.0011300275622088964,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,5,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2250,0.01842436242731896,1768,0.014477454565111078,343,0.002808691694475735,139,0.0011382161677321492,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,6,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2351,0.019251411585167504,2075,0.01699135646074971,147,0.0012037250119181723,129,0.0010563301124996206,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,7,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,4716,0.03861746364766055,4475,0.036644009716556604,123,0.0010071984793601032,118,0.0009662554517438389,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,8,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,4460,0.03652118063370781,4200,0.03439214319766206,178,0.0014575717831390113,82,0.0006714656529067355,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,9,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2701,0.022117423518306006,2094,0.017146939965691513,476,0.003897776229068367,131,0.0010727073235461263,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,10,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,5513,0.045143782249693086,4857,0.0397720570264392,512,0.0041925660279054705,144,0.0011791591953484136,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,11,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2900,0.02374695601743333,2313,0.018940244575283892,444,0.003635740852324275,143,0.0011709705898251606,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,13,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,3884,0.031804543852314154,3179,0.02603157695842088,535,0.004380903954940287,170,0.0013920629389529882,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,14,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2741,0.022444967739236123,2084,0.017065053910458986,486,0.003979662284300896,171,0.0014002515444762411,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,15,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,4403,0.036054430118882395,3859,0.031599828714232836,410,0.0033573282645336777,134,0.0010972731401158848,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,16,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2660,0.02178169069185264,2415,0.019775482338655687,155,0.0012692338561041952,90,0.0007369744970927585,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,17,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,17353,0.1420968716450071,16750,0.1371591425144856,503,0.004118868578196194,100,0.0008188605523252872,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,18,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,17542,0.14364451808890188,16863,0.13808445493861318,526,0.004307206505231011,153,0.0012528566450576894,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,19,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,3008,0.024631325413944638,2498,0.020455136597085675,368,0.003013406832557057,142,0.0011627819843019079,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,20,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,4227,0.03461323554678989,3560,0.029151435662780226,506,0.004143434394765953,161,0.0013183654892437123,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,21,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2389,0.019562578595051113,2046,0.016753886900575377,199,0.0016295324991273217,144,0.0011791591953484136,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,22,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,3438,0.028152425788943374,3016,0.024696834258130664,288,0.002358318390696827,134,0.0010972731401158848,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,23,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2511,0.020561588468887962,1730,0.01416628755522747,619,0.005068746818893528,162,0.0013265540947669653,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,24,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2544,0.020831812451155306,2172,0.01778565119650524,238,0.0019488881145341835,134,0.0010972731401158848,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,25,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,5579,0.045684230214227774,4859,0.03978843423748571,601,0.004921351919474976,119,0.0009744440572670918,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,26,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,4281,0.03505542024504554,3932,0.03219759691743029,262,0.0021454146470922526,87,0.0007124086805229999,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,27,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2307,0.018891112942144378,2149,0.01759731326947042,28,0.0002292809546510804,130,0.0010645187180228733,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,28,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,4042,0.03309834352498811,3631,0.02973282665493118,263,0.0021536032526155054,148,0.001211913617441425,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,29,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2610,0.021372260415689997,1961,0.01605785543109888,488,0.003996039495347402,161,0.0013183654892437123,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,30,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,2376,0.019456126723248826,1725,0.014125344527611204,487,0.003987850889824149,164,0.001342931305813471,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti.evt,31,122120.91511312127,160875584.0275236,161088315.70036712,212731.67284351587,3156,0.025843239031386064,2863,0.023443977613072972,168,0.0013756857279064825,125,0.001023575690406609,0,0.0
